# same-irrep resonance integrals <phi_left | F(k) | phi_right>
# of the converged crystal Fock operator; energies on the aligned scale
# mix = sin^2(theta) with tan(2 theta) = 2|H| / dE (two-level mixing fraction)
# columns: irrep  left_level  E_left(eV)  right_level  E_right(eV)  |H|(eV)  dE(eV)  mix(%)

# k point A (1/2,1/2,1/2)
X1     Ba 5p X1              -4.165  O 2p X1#2              6.065     0.150   10.230    0.02
X3     Ba 5d X3#2            16.888  O 2p X3#2              6.362     0.154   10.526    0.02
X3     Ti 4p X3               8.196  O 3d X3#4             77.035     0.961   68.840    0.02
X4     Ti 4p X4              21.701  O 3d X4#3             77.854     0.746   56.153    0.02
X3     Ba 5d X3#2            16.888  O 3d X3#1             60.679     0.581   43.791    0.02
X1     Ba 5d X1              11.539  O 3d X1#4             62.012     0.669   50.473    0.02
X3     Ba 5s X3             -18.350  O 3d X3#4             77.035     1.263   95.386    0.02
X3     Ba 5s X3             -18.350  O 3d X3#3             76.118     1.246   94.469    0.02
X1     Ti 3p X1             -24.991  O 3d X1#2             58.013     1.086   83.004    0.02
X1     Ti 4d X1#2            22.021  O 3s X1#2            199.479     2.286  177.458    0.02
X4     Ba 5d X4              12.123  O 3d X4#3             77.854     0.834   65.731    0.02
X3     Ba 5d X3#2            16.888  O 3d X3#2             71.713     0.690   54.825    0.02
X3     Ti 3p X3             -24.986  O 2p X3#2              6.362     0.392   31.347    0.02
X1     Ti 3s X1             -50.285  O 3d X1#3             60.474     1.375  110.759    0.02
X3     Ba 5d X3#2            16.888  O 2p X3#3              6.580     0.124   10.308    0.01
X3     Ti 4d X3              20.333  O 2s X3               -8.641     0.348   28.974    0.01
X4     Ba 5d X4              12.123  O 3d X4#2             61.575     0.585   49.452    0.01
X3     Ba 5p X3              -3.454  O 2p X3#3              6.580     0.119   10.034    0.01
X1     Ba 5d X1              11.539  O 3s X1#2            199.479     2.139  187.940    0.01
X1     Ti 3d X1#2            10.255  O 3d X1#3             60.474     0.556   50.219    0.01
X3     Ti 3d X3               9.286  O 3d X3#3             76.118     0.725   66.832    0.01
X1     Ti 3p X1             -24.991  O 3s X1#1            158.558     1.943  183.549    0.01
X1     Ti 4s X1               8.235  O 3d X1#2             58.013     0.525   49.778    0.01
X1     Ti 4d X1#1            17.640  O 2p X1#2              6.065     0.121   11.575    0.01
X1     Ba 5d X1              11.539  O 3d X1#1             56.979     0.464   45.440    0.01
X4     Ti 3d X4               9.516  O 3d X4#1             60.599     0.511   51.083    0.01
X1     Ti 4p X1              21.409  O 3s X1#2            199.479     1.762  178.070    0.01
X3     Ba 5d X3#1            11.067  O 3d X3#2             71.713     0.594   60.646    0.01
X1     Ba 5d X1              11.539  O 3d X1#5             68.057     0.538   56.519    0.01
X2     Ti 4d X2              20.942  O 3d X2#1             63.771     0.406   42.829    0.01
X3     Ti 4d X3              20.333  O 3d X3#4             77.035     0.537   56.702    0.01
X3     Ti 3d X3               9.286  O 3d X3#1             60.679     0.479   51.393    0.01
X3     Ti 4p X3               8.196  O 2p X3#3              6.580     0.015    1.616    0.01
X1     Ba 5d X1              11.539  O 3p X1               93.169     0.727   81.630    0.01
X1     Ti 4s X1               8.235  O 3d X1#4             62.012     0.461   53.777    0.01
X3     Ti 4d X3              20.333  O 3d X3#1             60.679     0.335   40.345    0.01
X4     Ti 3p X4             -24.974  O 3d X4#1             60.599     0.686   85.573    0.01
X3     Ba 5d X3#1            11.067  O 3d X3#4             77.035     0.522   65.968    0.01
X2     Ti 4d X2              20.942  O 3d X2#2             76.670     0.424   55.728    0.01
X1     Ti 3s X1             -50.285  O 3d X1#1             56.979     0.801  107.264    0.01
X3     Ti 3p X3             -24.986  O 3p X3               49.085     0.536   74.071    0.01
X1     Ti 3d X1#2            10.255  O 3d X1#5             68.057     0.385   57.802    0.00
X3     Ba 5d X3#2            16.888  O 3p X3               49.085     0.214   32.198    0.00
X1     Ti 4p X1              21.409  O 3d X1#3             60.474     0.256   39.065    0.00
X3     Ba 5d X3#1            11.067  O 2p X3#1              5.900     0.034    5.167    0.00
X1     Ti 3d X1#1             8.698  O 3d X1#4             62.012     0.349   53.314    0.00
X4     Ti 3p X4             -24.974  O 3d X4#2             61.575     0.552   86.549    0.00
X3     Ti 4p X3               8.196  O 3d X3#2             71.713     0.401   63.517    0.00
X4     Ti 3d X4               9.516  O 3d X4#2             61.575     0.308   52.059    0.00
X1     Ti 4d X1#1            17.640  O 2p X1#3              7.048     0.061   10.592    0.00
X2     Ba 5p X2              -3.347  O 3p X2               49.733     0.275   53.079    0.00
X3     Ti 3d X3               9.286  O 3s X3              143.583     0.684  134.297    0.00
X2     Ba 5d X2              15.044  O 3d X2#2             76.670     0.312   61.626    0.00
X3     Ti 4p X3               8.196  O 3p X3               49.085     0.206   40.890    0.00
X3     Ti 3p X3             -24.986  O 2p X3#3              6.580     0.158   31.566    0.00
X3     Ba 5p X3              -3.454  O 3p X3               49.085     0.257   52.539    0.00
X3     Ba 5s X3             -18.350  O 3d X3#2             71.713     0.431   90.063    0.00
X3     Ti 3p X3             -24.986  O 3d X3#1             60.679     0.392   85.664    0.00
X1     Ti 3s X1             -50.285  O 3s X1#2            199.479     1.137  249.764    0.00
X2     Ba 5p X2              -3.347  O 3d X2#2             76.670     0.362   80.016    0.00
X3     Ba 5s X3             -18.350  O 3s X3              143.583     0.724  161.934    0.00
X4     Ti 4d X4              26.979  O 2p X4#1              5.747     0.094   21.232    0.00
X1     Ti 3d X1#1             8.698  O 3d X1#1             56.979     0.207   48.281    0.00
X3     Ti 4p X3               8.196  O 3d X3#1             60.679     0.224   52.483    0.00
X1     Ti 3d X1#2            10.255  O 2s X1#2             -8.309     0.077   18.564    0.00
X1     Ti 4s X1               8.235  O 3s X1#2            199.479     0.788  191.244    0.00
X1     Ba 5p X1              -4.165  O 3s X1#1            158.558     0.659  162.723    0.00
X1     Ti 4d X1#2            22.021  O 2s X1#1             -8.919     0.119   30.940    0.00
X3     Ba 5s X3             -18.350  O 3p X3               49.085     0.250   67.436    0.00
X1     Ti 3p X1             -24.991  O 3s X1#2            199.479     0.803  224.470    0.00
X1     Ti 4d X1#1            17.640  O 2s X1#1             -8.919     0.091   26.559    0.00
X3     Ti 4d X3              20.333  O 3s X3              143.583     0.423  123.250    0.00
X1     Ti 3d X1#2            10.255  O 3s X1#2            199.479     0.596  189.223    0.00
X3     Ba 5p X3              -3.454  O 3d X3#3             76.118     0.250   79.572    0.00
X3     Ba 5p X3              -3.454  O 3d X3#4             77.035     0.251   80.489    0.00
X1     Ti 3s X1             -50.285  O 2s X1#2             -8.309     0.129   41.976    0.00
X1     Ba 5p X1              -4.165  O 2p X1#3              7.048     0.034   11.214    0.00
X1     Ba 5p X1              -4.165  O 3d X1#5             68.057     0.200   72.223    0.00
X1     Ba 5p X1              -4.165  O 3d X1#4             62.012     0.180   66.177    0.00
X1     Ba 5p X1              -4.165  O 3d X1#1             56.979     0.160   61.144    0.00
X3     Ba 5d X3#1            11.067  O 3p X3               49.085     0.092   38.018    0.00
X3     Ba 5s X3             -18.350  O 3d X3#1             60.679     0.173   79.029    0.00
X3     Ba 5p X3              -3.454  O 3d X3#2             71.713     0.157   75.167    0.00
X2     Ti 3d X2               9.369  O 3d X2#1             63.771     0.110   54.402    0.00
X1     Ti 3s X1             -50.285  O 3s X1#1            158.558     0.415  208.843    0.00
X1     Ba 5d X1              11.539  O 2s X1#1             -8.919     0.036   20.458    0.00
X1     Ti 3d X1#1             8.698  O 3p X1               93.169     0.147   84.471    0.00
X3     Ba 5d X3#1            11.067  O 2s X3               -8.641     0.032   19.708    0.00
X1     Ba 5p X1              -4.165  O 3d X1#3             60.474     0.074   64.639    0.00
X1     Ti 4s X1               8.235  O 3d X1#3             60.474     0.057   52.239    0.00
X1     Ba 5d X1              11.539  O 3s X1#1            158.558     0.133  147.019    0.00
X2     Ba 5p X2              -3.347  O 3d X2#1             63.771     0.037   67.117    0.00
X1     Ba 5p X1              -4.165  O 3s X1#2            199.479     0.106  203.644    0.00
X3     Ba 5p X3              -3.454  O 3s X3              143.583     0.076  147.037    0.00
X3     Ba 5d X3#1            11.067  O 3d X3#3             76.118     0.031   65.051    0.00
X1     Ba 5p X1              -4.165  O 3d X1#2             58.013     0.022   62.178    0.00
X3     Ba 5d X3#1            11.067  O 3s X3              143.583     0.039  132.516    0.00
X1     Ba 5p X1              -4.165  O 3p X1               93.169     0.027   97.334    0.00
X3     Ba 5d X3#2            16.888  O 3s X3              143.583     0.019  126.696    0.00
X1     Ti 4d X1#2            22.021  O 3d X1#3             60.474     0.003   38.453    0.00
X3     Ba 5p X3              -3.454  O 3d X3#1             60.679     0.002   64.132    0.00
X1     Ti 4d X1#1            17.640  O 3p X1               93.169     0.002   75.529    0.00
